,ApartmentName,Streetname,NoofBedrooms,NoofBathrooms,Price,Latitude,longitude,Neighborhood
1659,Elipses,38 Lee Centre Dr,1,1,"$2,150",43.78188,-79.24635,Woburn
1660,4117 Loyalist Dr,4117 Loyalist Dr,1,1,"$1,590",43.5357461,-79.7054051,Erin Mills
1661,8 Foundry Ave,8 Foundry Ave,2,2,"$2,575",43.66823,-79.4491,Dovercourt-Wallace Emerson-Junction
1662,Ultima North Tower,4978 Yonge St | Unit: 3206,2,2,"$2,570",43.76563,-79.4127,Lansing-Westgate
1663,97 Atlee Ave,97 Atlee Ave,2,2,"$2,800",43.71572,-79.25233,Birchcliffe-Cliffside
1664,Fuse Condos,1410 Dupont St | Unit: 2705,1,1,$990,43.66698,-79.44731,Dovercourt-Wallace Emerson-Junction
1665,2003 Dundas St W,2003 Dundas St W,1,1,"$2,100",43.65122,-79.44631,Roncesvalles
1666,MICHAEL MAZZUCA,20 Minowan Miikan Lane | Unit: 501,2,2,"$2,650",43.64306,-79.42813,Little Portugal
1667,The Victory Lofts,478 King St W | Unit: 801,2,2,"$3,590",43.64556,-79.39634,Waterfront Communities-the Island
1668,Beacon,5180 Yonge St | Unit: 1307,2,2,"$2,700",43.77036,-79.41359,Willowdale West
1669,Absolute World,50 Absolute Ave,2,2,"$2,300",43.59502,-79.63514,City Centre
1670,21 Grand Magazine St,21 Grand Magazine St,2,2,"$3,300",43.63646,-79.40202,Niagara
1671,75 S Town Centre Blvd,75 S Town Centre Blvd,1,1,"$1,900",43.8527,-79.33781,Unionville
1672,155 Weir Crescent,155 Weir Crescent,1,1,$700,43.77155,-79.19694,Scarborough
1673,124 Dupont St,124 Dupont St,1.5,1.5,"$2,700",43.67624,-79.40162,Annex
1674,Residence on Bloor,235 Bloor St E | Unit: 2506,1,1,"$2,315",43.67127,-79.38086,Church-Yonge Corridor
1675,79 Muir Ave,79 Muir Ave,3,3,"$4,050",43.65338,-79.43633,Dufferin Grove
1676,111 St Clair Ave W ,111 St Clair Ave W | Unit: 1522,1,1,"$2,500",43.68666,-79.3994,Yonge-St Clair
1677,415 Jarvis St,415 Jarvis St,1,1,"$1,250",43.66341,-79.37675,Cabbagetown-South St James Town
1678,399 Spring Garden Ave ,399 Spring Garden Ave | Unit: 426,1.5,1.5,"$3,000",43.7687,-79.38919,Willowdale East
1679,Curve,170 Sudbury St,1,1,"$2,600",43.64154,-79.42447,Little Portugal
1680,King Charlotte,11 Charlotte St | Unit: 409,1,1,"$2,300",43.64634,-79.39359,Waterfront Communities-the Island
1681,8323 Kennedy Rd,8323 Kennedy Rd,1,1,"$1,900",43.85618,-79.30456,Unionville
1682,8200 Birchmount Rd,8200 Birchmount Rd,1,1,"$1,800",43.85654,-79.32442,Unionville
1683,101 Peter Street,101 Peter St | Unit: 3308,1,1,"$2,300",43.64751,-79.39273,Waterfront Communities-the Island
1684,77 McMurrich St ,77 McMurrich St | Unit: 302,2,2,"$4,200",43.67481,-79.39008,Annex
1685,50 Silverhill Dr,50 Silverhill Dr,1,1,"$2,600",43.63546,-79.55037,Islington-City Centre West
1686,100 Harbour St ,100 Harbour St | Unit: 5901,1,1,"$2,350",43.64172,-79.37932,Waterfront Communities-the Island
1687,220 Victoria St,220 Victoria St,1.5,1.5,"$2,250",43.65491,-79.37924,Church-Yonge Corridor
1688,80 Acorn Pl ,80 Acorn Pl | Unit: 162,3,3,"$2,300",43.60381,-79.64526,Mississauga
1689,Grid,181 Dundas St E | Unit: 4215,1,1,"$2,400",43.65697,-79.37412,Moss Park
1690,47 Hove St,47 Hove St,4.5,4.5,"$4,500",43.75753,-79.44205,Bathurst Manor
1691,50 Sellers Ave,50 Sellers Ave,2,2,"$2,750",43.6824,-79.44616,Corso Italia-Davenport
1692,43 Bulbourne Rd,43 Bulbourne Rd,1,1,"$3,499",43.7454,-79.59153,Mt Olive-Silverstone-Jamestown
1693,36 Shank St ,36 Shank St | Unit: B,1,1,"$2,500",43.64241,-79.41487,Niagara
1694,60 South Town Centre Blvd,60 S Town Centre Blvd,1,1,"$2,350",43.85275,-79.33868,Unionville
1695,50 Town Centre Court,50 Town Centre Court,1,1,"$1,950",43.77329,-79.25533,Bendale
1696,215 Sherway Gardens Rd,215 Sherway Gardens Rd,1,1,"$2,300",43.60933,-79.55752,Islington-City Centre West
1697,Waterclub,208 Queens Quay W | Unit: 2412,1,1,"$2,200",43.64012,-79.38123,Waterfront Communities-the Island
1698,Enigma on the Park,138 St Helens Ave | Unit: 512,2,2,"$3,150",43.65362,-79.44303,Dufferin Grove
1699,YC Condos,7 Grenville St | Unit: Mid Floor,2,2,"$2,800",43.66176,-79.38363,Bay Street Corridor
1700,125 Village Green Square ,125 Village Green Square | Unit: 2111,2,2,"$2,100",43.77743,-79.28121,Agincourt South-Malvern West
1701,125 Village Green Square ,125 Village Green Square | Unit: 2099,2,2,"$2,100",43.77743,-79.28121,Agincourt South-Malvern West
1702,125 Village Green Square ,125 Village Green Square | Unit: 2999,1,1,"$1,900",43.77743,-79.28121,Agincourt South-Malvern West
1703,Parklake,1910 Lake Shore Blvd W | Unit: 808,2,2,"$2,850",43.6362,-79.46657,South Parkdale
1704,Jean-Pierre Colin,78 Tecumseth St,1,1,"$2,100",43.64305,-79.40544,Niagara
1705,Curve Lofts,170 Sudbury St | Unit: 113,1,1,"$2,350",43.64154,-79.42447,Little Portugal
1706,8323 Kennedy Rd Markham,8323 Kennedy Rd,1,1,"$1,850",43.85618,-79.30456,Unionville
1707,50 Clegg Rd Markham,50 Clegg Rd,2,2,"$2,500",43.85233,-79.33918,Unionville
1708,Aria,20 Bloorview Pl,1,1,"$2,100",43.77375,-79.35942,Don Valley Village
1709,Erin Kim,181 Dundas St E,2,2,"$2,600",43.65697,-79.37412,Moss Park
1710,Venture,151 Village Green Square,1,1,"$1,750",43.77859,-79.28117,Agincourt South-Malvern West
1711,5940 Yonge St,5940 Yonge St,1,1,"$2,200",43.78752,-79.41778,Newtonbrook West
1713,430 Mclevin Ave Scarborough,430 McLevin Ave,2,2,"$2,000",43.81025,-79.22066,Malvern
1714,8228 Birchmount Rd Markham,8228 Birchmount Rd,1,1,"$1,900",43.85743,-79.32482,Unionville
1715,135 Village Green Square,135 Village Green Square,1,1,"$1,790",43.77788,-79.28075,Agincourt South-Malvern West
1716,Bridge Condominiums,38 Joe Shuster Way | Unit: 1907,2,2,"$2,788",43.64043,-79.42465,South Parkdale
1717,Fuse Condominiums,1420 Dupont St | Unit: 1702,1,1,"$2,595",43.6668,-79.44825,Dovercourt-Wallace Emerson-Junction
1718,1080 Bay St,1080 Bay St,2,2,"$3,500",43.66678,-79.38871,Bay Street Corridor
1719,32 Ivordale Crescent,32 Ivordale Crescent,1,1,"$2,000",43.75411,-79.31265,Scarborough
1720,10 Post Oak Dr ,10 Post Oak Dr | Unit: 48,3,3,"$2,300",43.90874,-79.44519,Jefferson
1721,1575 Lake Shore Blvd W ,1575 Lake Shore Blvd W | Unit: 405,2,2,"$2,700",43.6368851,-79.4470546,South Parkdale
1722,1 Michael Power Pl,1 Michael Power Pl,1,1,"$2,000",43.64386,-79.52918,Islington-City Centre West
1723,Quartz Condo,75 Queens Wharf Rd | Unit: 4212,1,1,"$2,100",46.4819336,-63.5642461,Long River
1724,Madison,89 Dunfield Ave,1,1,"$2,200",43.70696,-79.39502,Mt Pleasant West
1725,Madison,89 Dunfield Ave | Unit: 3505,2,2,"$2,850",43.70696,-79.39502,Mt Pleasant West
1726,189 Sheridan Ave ,189 Sheridan Ave | Unit: 4,1,1,"$2,750",43.65266,-79.43441,Dufferin Grove
1727,189 Sheridan Ave ,189 Sheridan Ave | Unit: Top Floor,1,1,"$2,700",43.65266,-79.43441,Dufferin Grove
1728,2 St Thomas,2 St Thomas St | Unit: 2002,1,1,"$3,000",43.66811,-79.39079,Bay Street Corridor
1729,West One City Place,11 Brunel Ct | Unit: 2808,1,1,"$3,400",43.63935,-79.39297,Waterfront Communities-the Island
1730,Bridge,38 Joe Shuster Way,2,2,"$2,795",43.64043,-79.42465,South Parkdale
1731,The Rezen,205 Frederick St | Unit: Unit 304,1,1,"$2,400",43.65164,-79.3694,Moss Park
1732,31 Alma Ave,31 Alma Ave,2,2,"$4,300",43.64444,-79.42924,Little Portugal
1733,Fuse Building,1420 Dupont St,2,2,"$2,700",43.6668,-79.44825,Dovercourt-Wallace Emerson-Junction
1734,Fuse Building,1420 Dupont St,2,2,"$2,100",43.6668,-79.44825,Dovercourt-Wallace Emerson-Junction
1735,34 Cadillac Crescent,34 Cadillac Crescent,2.5,2.5,"$2,399",43.69262,-79.83781,Brampton
1736,2220 Lake Shore Blvd W,2220 Lake Shore Blvd W,1,1,"$2,000",43.62226,-79.48256,Mimico
1737,2220 Lake Shore Blvd W,2220 Lake Shore Blvd W,1,1,"$2,500",43.62226,-79.48256,Mimico
1738,Royal Arms,5418 Yonge St,2,2,"$2,800",43.77552,-79.41521,Willowdale West
1739,Essex II,5233 Dundas St W,2,2,"$2,650",43.63893,-79.53694,Islington-City Centre West
1740,chuqin geng,33 Bay St | Unit: 3311,1,1,"$2,300",43.64264,-79.37729,Waterfront Communities-the Island
1741,268 Kenilworth Ave ,268 Kenilworth Ave | Unit: Ground,1,1,"$1,845",43.6742,-79.30419,The Beaches
1742,King Edward Hotel,22 Leader Ln,1,1,"$2,300",43.649027,-79.3756289,Church-Yonge Corridor
1743,CampusOne,253 College St,1,1,"$1,399",43.6579,-79.39894,Kensington-Chinatown
1744,4070 Confederation Pkwy ,4070 Confederation Pkwy | Unit: 3510,1,1,"$2,100",43.58629,-79.64736,Cooksville
1745,4070 Confederation Pkwy ,4070 Confederation Pkwy | Unit: PH,1,1,"$2,800",43.58629,-79.64736,Cooksville
1747,Royale Apartment,368 Eglinton Ave E,1,1,"$1,550",43.70946,-79.38685,Mt Pleasant East
1748,Royale Apartment,368 Eglinton Ave E,1,1,"$1,800",43.70946,-79.38685,Mt Pleasant East
1749,Royale Apartment,368 Eglinton Ave E,1,1,"$1,550",43.70946,-79.38685,Mt Pleasant East
1750,Royale Appartment,368 Eglinton Ave E,1,1,"$2,000",43.70946,-79.38685,Mt Pleasant East
1751,NORTH VIEW TERRACE,2515 Bathurst St | Unit: 2515 Bathurst St.,1,1,"$1,700",43.70562,-79.42602,Forest Hill North
1752,830 Lawrence Ave W,830 Lawrence Ave W,3,3,"$3,200",43.7141115,-79.4553669,Yorkdale-Glen Park
1753,50 Town Centre Crt,50 Town Centre Court,1,1,"$1,950",43.77329,-79.25533,Bendale
1754,50 Town Centre Crt,50 Town Centre Court,1,1,"$2,350",43.77329,-79.25533,Bendale
1755,50 Town Centre Crt,50 Town Centre Court,2,2,"$2,580",43.77329,-79.25533,Bendale
1756,61 Town Centre crt,61 Town Centre Court,1,1,"$1,900",43.77387,-79.25255,Bendale
1757,61 Town Centre crt,61 Town Centre Court,2,2,"$2,400",43.77387,-79.25255,Bendale
1758,60 Town Centre Crt,60 Town Centre Court,1,1,"$1,900",43.77324,-79.25599,Bendale
1759,60 Town Centre Crt,60 Town Centre Court,1,1,"$2,300",43.77324,-79.25599,Bendale
1760,60 Town Centre Crt,60 Town Centre Court,2,2,"$2,500",43.77324,-79.25599,Bendale
1761,Trevor Lomberg,89 McCaul St,1,1,"$2,100",43.65379,-79.3909,Kensington-Chinatown
1762,Marissa Heintzman,308 Palmerston Ave | Unit: Suite 517,2,2,"$3,500",43.65565,-79.41034,Trinity-Bellwoods
1763,Side split,5 Pipestone Pl | Unit: N/a,1,1,"$2,499",43.72123,-79.54776,Elms-Old Rexdale
1764,123 Alamo Heights Dr,123 Alamo Heights Dr,1,1,"$1,295",43.89938,-79.45214,Richmond Hill
1765,123 Alamo Heights Dr,123 Alamo Heights Dr,1,1,"$1,295",43.89938,-79.45214,Richmond Hill
1766,219 Eaglewood Blvd,219 Eaglewood Blvd,2,2,"$3,100",43.56367,-79.5815,Mineola
1767,59 Shoreview Dr,59 Shoreview Dr,1,1,"$2,300",43.76241,-79.17814,West Hill
1768,17 Kenaston Grdns.,17 Kenaston Gardens,1,1,"$1,900",43.76607,-79.38554,North York
1769,179 Salterton Circle,179 Salterton Circle,4,4,"$2,850",43.86195904,-79.50541812,Maple
1770,64 Bluewater Ct,64 Bluewater Ct,2,2,"$3,300",43.62111,-79.48928,Mimico
1771,19 Brant St,19 Brant St,2,2,"$4,950",43.64573,-79.39759,Waterfront Communities-the Island
1772,Fashion District Lofts,10 Morrison St,1,1,"$3,100",43.64552,-79.39903,Waterfront Communities-the Island
1773,40 Pleasant Blvd,40 Pleasant Blvd,1,1,"$1,699",43.68759,-79.39239,Rosedale-Moore Park
1774,40 Pleasant Blvd,40 Pleasant Blvd,1,1,"$1,999",43.68759,-79.39239,Rosedale-Moore Park
1775,40 Pleasant Blvd,40 Pleasant Blvd,1,1,"$1,799",43.68759,-79.39239,Rosedale-Moore Park
1776,40 Pleasant Blvd,40 Pleasant Blvd,2,2,"$2,799",43.68759,-79.39239,Rosedale-Moore Park
1777,40 Pleasant Blvd,40 Pleasant Blvd,2,2,"$4,999",43.68759,-79.39239,Rosedale-Moore Park
1778,Candice Chai,4968 Yonge St | Unit: 612,1,1,"$2,100",43.76535,-79.41262,Lansing-Westgate
1779,David Levenberg,125 Peter St,2,2,"$3,100",43.64832,-79.39289,Waterfront Communities-the Island
1780,288 Pellatt Ave,288 Pellatt Ave,1,1,"$1,600",43.7135,-79.52692,Pelmo Park-Humberlea
1781,3231 Eglinton Ave E,3231 Eglinton Ave E,1,1,"$1,850",43.7439,-79.2144,Scarborough Village
1782,Front Street and Spadina,373 Front St W | Unit: 3106,1,1,"$2,500",43.64285,-79.39175,Waterfront Communities-the Island
1783,21 Nelson St,21 Nelson St,1,1,"$2,550",43.64887,-79.388,Waterfront Communities-the Island
1784,21 Nelson St,21 Nelson St,2,2,"$3,200",43.64887,-79.388,Waterfront Communities-the Island
1785,2380 Queen St E,2380 Queen St E,2.5,2.5,"$5,500",43.6744,-79.28061,Birchcliffe-Cliffside
1786,47 Highcastle Rd,47 Highcastle Rd,2.5,2.5,"$2,700",43.78889,-79.2152,Morningside
1787,Solaris,125 Village Green Square | Unit: 3304,2,2,"$2,300",43.77743,-79.28121,Agincourt South-Malvern West
1788,18 Mondeo Dr ,18 Mondeo Dr | Unit: 11th Floor,2,2,"$2,350",43.76427,-79.28982,Dorset Park
1789,351 Clinton St ,351 Clinton St | Unit: Main Floor,1,1,"$2,400",43.66322,-79.41671,Palmerston-Little Italy
1790,han li,50 Charles St E,2,2,"$4,900",43.66934,-79.38365,Church-Yonge Corridor
1791,James Cooper Mansion,28 Linden St | Unit: 703,1,1,"$2,500",43.67075,-79.37726,North St James Town
1792,1498 King St W,1498 King St W,1.5,1.5,"$4,200",43.63666,-79.43976,South Parkdale
1793,1950 Kennedy Road,1950 Kennedy Rd | Unit: 700,1,1,$700,43.76763,-79.28281,Dorset Park
1794,King West Condos,75 E Liberty St | Unit: Unit xxx,1,1,"$2,500",43.63836,-79.41452,Niagara
1795,Maple Leaf Square,55 Bremner Blvd | Unit: 1603,1,1,"$2,900",43.64294,-79.38046,Waterfront Communities-the Island
1796,Maple Leaf Square,65 Bremner Blvd | Unit: 33,1,1,"$1,900",43.6429,-79.3806,Waterfront Communities-the Island
1797,15 Yorkville Ave,15 Yorkville Ave,1,1,"$3,400",43.671571,-79.3884738,Annex
1799,1125 Bay St,1125 Bay St,1,1,"$3,400",43.668025,-79.3885863,Bay Street Corridor
1800,Aristo,120 Harrison Garden Blvd,2,2,"$2,650",43.75773,-79.40315,Willowdale East
1801,Jade Waterfront Toronto Condo,2175 Lake Shore Blvd W,1,1,"$2,300",43.62425,-79.48009,Mimico
1802,20 Bruyeres Mews,20 Bruyeres Mews | Unit: 522,2,2,"$3,100",43.63755,-79.4008,Niagara
1803,20 Bruyeres Mews,20 Bruyeres Mews | Unit: 522,2,2,"$3,100",43.63755,-79.4008,Niagara
1804,160 Flemington Rd,160 Flemington Rd,1,1,"$1,795",43.72315,-79.44823,Yorkdale-Glen Park
1805,The Curve,170 Sudbury St | Unit: 109,1,1,"$1,950",43.64154,-79.42447,Little Portugal
1806,115 Arten Ave,115 Arten Ave,4.5,4.5,"$2,750",43.88616,-79.4498,Richmond Hill
1807,75 Queens Wharf Rd,75 Queens Wharf Rd,2.5,2.5,"$5,500",46.4819336,-63.5642461,Long River
1808,75 Queens Wharf Rd,75 Queens Wharf Rd,1,1,"$2,250",46.4819336,-63.5642461,Long River
1809,75 Queens Wharf Rd,75 Queens Wharf Rd,1,1,"$2,215",46.4819336,-63.5642461,Long River
1810,1 King St W,1 King St W,1,1,"$2,200",43.64899,-79.37807,Bay Street Corridor
1811,Century Plaza,24 Wellesley St W | Unit: 812,1.5,1.5,"$2,450",43.66484,-79.38607,Bay Street Corridor
1812,TOWNHOUSE,861 The Queensway | Unit: CALL,2.5,2.5,"$3,300",43.6243936,-79.5106464,Stonegate-Queensway
1813,162 Boon Ave,162 Boon Ave,1,1,$900,43.68146,-79.44811,Corso Italia-Davenport
1814,Leslie Boutique,2756 Old Leslie St,1,1,"$2,200",43.76989,-79.36686,Bayview Village
1815,The Rise,501 St Clair Ave W | Unit: 1511,2,2,"$3,000",43.68304,-79.41774,Casa Loma
1816,54 E Liberty St,54 E Liberty St,1,1,"$2,500",43.63898,-79.41334,Niagara
1817,Mintos Garden (33 Sheppard Ave E),33 Sheppard Ave E,2,2,"$2,750",43.76123,-79.40889,Willowdale East
1818,Modern,320 Richmond St E,1,1,"$2,475",43.65359,-79.36878,Moss Park
1819,Liberty Village Townhouses,46 Western Battery Rd,2,2,"$2,650 ",43.63969,-79.41378,Niagara
1820,Sudbury Street Townhouses,12 Sudbury St,2,2,"$3,000",43.64128,-79.41759,Niagara
1821,25 Greenview Ave,25 Greenview Ave,1,1,"$2,200",43.78076,-79.4184,Newtonbrook West
1822,7 Kenaston Gardens ,7 Kenaston Gardens | Unit: 702,1.5,1.5,"$2,150",43.76673,-79.38566,North York
1823,2885 Bayview Ave ,2885 Bayview Ave | Unit: 1502,1,1,"$2,090",43.76861,-79.38802,Bayview Village
1824,28 Olive Ave ,28 Olive Ave | Unit: 706,1,1,"$2,400",43.77937,-79.41358,Willowdale East
1825,5740 Yonge St,5740 Yonge St,1,1,"$2,200",43.78294,-79.41669,Newtonbrook West
1826,5793 Yonge St,5793 Yonge St,1,1,"$2,000",43.78443,-79.41613,Newtonbrook East
1827,593 16th Ave,593 16th Ave,1,1,"$1,600",43.85643,-79.41538,Richmond Hill
1828,Tridel Alter,89 McGill St | Unit: 3206,1,1,"$2,200",43.66052,-79.37854,Church-Yonge Corridor
1829,11 Brunel Ct,11 Brunel Ct,1,1,"$2,399",43.63935,-79.39297,Waterfront Communities-the Island
1830,Gurmeet Grewal,225 Webb Dr | Unit: 1106,2,2,"$2,300",43.58768,-79.63996,Cooksville
1831,5765 Yonge St,5765 Yonge St,1,1,"$2,000",43.78311,-79.41517,Newtonbrook East
1832,455 Front St E,455 Front St E,2,2,"$2,750",43.65269,-79.35654,Waterfront Communities-the Island
1833,455 Front St E,455 Front St E,2,2,"$2,250",43.65269,-79.35654,Waterfront Communities-the Island
1834,455 Front St E,455 Front St E,1,1,"$2,200",43.65269,-79.35654,Waterfront Communities-the Island
1835,50 Harjolyn Dr,50 Harjolyn Dr,3,3,"$3,950",43.63603,-79.54822,Islington-City Centre West
1836,65 East liberty st,65 E Liberty St,1.5,1.5,"$2,250",43.63846,-79.41402,Niagara
1837,10 Torresdale Ave,10 Torresdale Ave,2,2,"$2,750",43.77274,-79.45214,Westminster-Branson
1838,133 Torresdale Ave,133 Torresdale Ave,1,1,"$2,600",43.7786,-79.45176,Westminster-Branson
1839,115 Antibes Dr,115 Antibes Dr,2,2,"$3,500",43.7794,-79.44726,Westminster-Branson
1840,Golden Gate,44 Longbourne Dr,1,1,"$2,400",43.68069,-79.56894,Willowridge-Martingrove-Richview
1841,44 Jackes Ave,44 Jackes Ave,2,2,"$1,600",43.68579,-79.39113,Rosedale-Moore Park
1842,44 Jackes Ave,44 Jackes Ave,1,1,"$1,400",43.68579,-79.39113,Rosedale-Moore Park
1843,Aura at College Park,386 Yonge St | Unit: 55XX,2,2,"$3,795",43.65936,-79.3825,Bay Street Corridor
1844,2240 Lake Shore Blvd W,2240 Lake Shore Blvd W,1,1,"$2,500",43.62123,-79.48332,Mimico
1845,20 Ross St ,20 Ross St | Unit: Lower Level,1,1,"$2,500",43.65761,-79.39684,Kensington-Chinatown
1846,3716 Woodruff Crescent,3716 Woodruff Crescent,1,1,"$1,700",43.72223,-79.63049,Mississauga
1847,Helen Chen,3 Pemberton Ave | Unit: 1802,2,2,"$3,100",43.78083,-79.41434,Newtonbrook East
1848,1111 Steeles Ave,1111 Steeles Ave W,2,2,"$2,400",43.79099,-79.44991,Westminster-Branson
1849,1101 Steeles Ave,1101 Steeles Ave W,2,2,"$2,700",43.79048,-79.44814,Westminster-Branson
1850,1201 Steeles Ave W,1201 Steeles Ave W,2,2,"$2,700",43.79046,-79.45205,Westminster-Branson
1851,SQ Alexandra Park,38 Cameron St,1.5,1.5,"$2,350",45.22877,-76.19786,Almonte
1852,195 Merton St,195 Merton St,1,1,"$2,600",43.69705,-79.39059,Mt Pleasant West
1853,9T6 CONDOS,96 St Patrick St | Unit: 1207,1,1,"$2,200",43.65307,-79.38999,Kensington-Chinatown
1854,Jaimy Hunt,50 Portland St,1,1,"$2,400",43.6434,-79.39997,Waterfront Communities-the Island
1855,House,5 Pipestone Pl | Unit: N/a,1,1,"$2,499",43.72123,-79.54776,Elms-Old Rexdale
1856,House,70 Golfdown Dr,1,1,"$1,400",43.72232,-79.55557,Elms-Old Rexdale
1857,The Craftsman,1575 Lakeshore Rd W | Unit: 458,1,1,"$1,995",43.52119,-79.62011,Lorne Park
1858,The Craftsman,1575 Lakeshore Rd W | Unit: 458,1,1,"$1,995",43.52119,-79.62011,Lorne Park
1859,The Craftsman,1575 Lakeshore Rd W | Unit: 458,1,1,"$1,995",43.52119,-79.62011,Lorne Park
1860,Cinema Towers,21 Widmer St,1,1,"$2,300",43.64722,-79.39116,Waterfront Communities-the Island
1862,777 Steeles Ave W,777 Steeles Ave W,2,2,"$2,500",43.79251,-79.44379,Newtonbrook West
1863,UPTOWN RESIDENCES,35 Balmuto St,1,1,"$2,600",43.66947,-79.38745,Bay Street Corridor
1864,UPTOWN RESIDENCES,35 Balmuto St,1,1,"$2,600",43.66947,-79.38745,Bay Street Corridor
1865,UPTOWN RESIDENCES,35 Balmuto St,1,1,"$2,600",43.66947,-79.38745,Bay Street Corridor
1866,14 Belgate Pl ,14 Belgate Pl | Unit: Basement,1,1,"$1,650",43.66065,-79.57785,Eringate-Centennial-West Deane
1867,7 Concorde Place,7 Concorde Pl,1,1,"$1,900",43.73072,-79.32761,Banbury-Don Mills
1868,23 Glebe Rd E ,23 Glebe Rd E | Unit: 524,2,2,"$2,700",43.70117,-79.39581,Mt Pleasant West
1869,10 Tangreen Crt,10 Tangreen Ct,2,2,"$2,800",43.79588,-79.42712,Newtonbrook West
1870,205 Hilda Ave,205 Hilda Ave,2,2,"$2,650",43.79525,-79.42818,Newtonbrook West
1871,175 Hilda,175 Hilda Ave,2,2,"$2,600",43.79462,-79.42717,Newtonbrook West
1872,1121 Steeles Ave W,1121 Steeles Ave W,2,2,"$2,700",43.79018,-79.4496,Westminster-Branson
1873,1121 Steeles Ave W,1121 Steeles Ave W,2,2,"$2,700",43.79018,-79.4496,Westminster-Branson
1874,225 Webb Dr ,225 Webb Dr | Unit: 1106,1.5,1.5,"$2,400",43.58768,-79.63996,Cooksville
1875,88 Sheppard Ave East,88 Sheppard Ave E,1,1,"$2,250",43.7629,-79.40753,Willowdale East
1876,3 Sir Pellias Terrace,3 Sir Pellias Terrace,2,2,"$2,388",43.88515,-79.23921,Markham
1877,104 Casabel Dr,104 Casabel Dr,2.5,2.5,"$2,400",43.83362,-79.54309,Maple
1878,3291 Bloomfield Dr,3291 Bloomfield Dr,1,1,"$1,800",43.58026,-79.77632,Meadowvale
1879,27 Rean Drive,27 Rean Dr,1,1,"$1,900",43.76765,-79.38213,Bayview Village
1880,eBuilding,8 Eglinton Ave E,1,1,"$2,100",43.70708,-79.39777,Mt Pleasant West
1881,60 Homewood Ave,60 Homewood Ave,1,1,"$2,150",43.25068,-79.88577,Kirkendall North
1882,2443 Brookhurst Rd,2443 Brookhurst Rd,2,2,"$2,350",43.50874,-79.64478,Mississauga
1883,Forward Residence,70 Queens Wharf Rd | Unit: 306,1,1,"$1,250",46.4829786,-63.5664771,Long River
1884,725 Don Mills road,725 Don Mills Rd | Unit: 2507,1,1,"$2,250",43.71142,-79.33469,Flemingdon Park
1885,25 Lower Simcoe St ,25 Lower Simcoe St | Unit: 205,1,1,"$2,300",43.64141,-79.38331,Waterfront Communities-the Island
1886,David Aning,250 Queens Quay W,1,1,"$3,200",43.63941,-79.38494,Waterfront Communities-the Island
1887,300 Front Street West,300 Front St W,1,1,"$5,000",43.64405,-79.3894,Waterfront Communities-the Island
1888,268 Sterling Rd ,268 Sterling Rd | Unit: 2,1,1,"$3,188",43.6566,-79.44764,Dufferin Grove
1889,13 Fairway Dr,13 Fairway Dr,2,2,"$3,000",52.47058,-113.74999,Lacombe
1890,ProServ Property Services,50 Bruyeres Mews,1,1,"$2,375",43.63766,-79.40245,Niagara
1891,ICE CONDO,14 York St | Unit: Suite 506,1,1,"$2,600",43.16256,-79.25283,York-Haig
1892,Aqualina at Bayside,55 Merchants' Wharf,1,1,"$2,500",43.6442689,-79.3630895,Waterfront Communities-the Island
1893,6 Waltham Dr,6 Waltham Dr,4.5,4.5,Inquire,43.74087,-79.57099,Thistletown-Beaumond Heights
1894,The Mercer,8 Mercer St | Unit: 2606,1,1,"$2,850",43.64596,-79.38988,Waterfront Communities-the Island
1895,2350 Doulton Dr,2350 Doulton Dr,4.5,4.5,"$9,000",43.54225,-79.6466,Erindale
1896,5162 Yonge St,5162 Yonge St,1,1,"$2,100",43.76957,-79.41345,Willowdale West
1897,400 Kingswood Rd,400 Kingswood Rd,1,1,"$1,675",43.68439,-79.28789,East End-Danforth
1899,9 Wimbleton Crescent,9 Wimbleton Crescent,2,2,"$3,995",43.66118,-79.52676,Etobicoke
1900,40 Thirty Eighth St ,40 Thirty Eighth St | Unit: 40B,4,4,"$6,500",43.5901533,-79.5382708,Long Branch
1901,Atria,50 Ann O'Reilly Road | Unit: 2,1,1,"$2,300",43.77452,-79.3305,Henry Farm
1902,70 Riverdale Dr,70 Riverdale Dr,2,2,"$2,800",43.22945,-79.75857,Riverdale West
1903,67 Natal Ave,67 Natal Ave,1,1,"$2,450",43.71187,-79.25324,Birchcliffe-Cliffside
1904,21 Hillcrest Ave,21 Hillcrest Ave,1,1,"$2,100",45.89231,-64.37572,Sackville
1905,105 Harrison Garden Blvd,105 Harrison Garden Blvd,1,1,"$2,150",43.75755,-79.40498,Willowdale East
1906,100 Village Greenway,100 Village Greenway,2.5,2.5,"$3,500",43.76862,-79.34262,Henry Farm
1907,24 Shandon Dr,24 Shandon Dr,1,1,"$2,000",43.76605,-79.31769,Wexford-Maryvale
1908,Usama Shakil,460 Adelaide St E,1,1,"$2,350",43.65279,-79.3668,Moss Park
1909,Parkwood Towers,241 Redpath Ave,1,1,"$1,880",43.71149,-79.39383,Mt Pleasant West
1910,Parkwood Towers,241 Redpath Ave,2,2,"$2,330",43.71149,-79.39383,Mt Pleasant West
1911,18 Holmes Ave,18 Holmes Ave,1,1,"$1,900",43.77842,-79.41349,Willowdale East
1912,33 Angus Dr,33 Angus Dr,2,2,"$2,990",43.85553,-79.01954,Ajax
