,ApartmentName,Streetname,NoofBedrooms,NoofBathrooms,Price,Latitude,longitude,Neighborhood
1913,26 Millicent St,26 Millicent St,3,3,"$3,700",43.66547,-79.43904,Dovercourt-Wallace Emerson-Junction
1914,Quartz Building,75 Queens Wharf Rd | Unit: 2002,1,1,"$2,450",46.4819336,-63.5642461,Long River
1915,141 Davisville Ave ,141 Davisville Ave | Unit: PH08,1,1,"$1,390",43.69918,-79.39137,Mt Pleasant West
1916,37 Canniff St ,37 Canniff St | Unit: 704,2,2,"$3,500",43.64113,-79.41279,Niagara
1917,155 Monarch Park Ave,155 Monarch Park Ave,2.5,2.5,"$3,800",43.68392,-79.32746,Danforth Village-Toronto
1918,213 Wheeler Ave,213 Wheeler Ave,2,2,"$3,000",43.67703,-79.30144,The Beaches
1919,12 Sufi Crescent,12 Sufi Crescent,1,1,"$2,600",43.72271,-79.3113,North York
1920,190 Ontario St,190 Ontario St,2,2,"$3,400",43.16137,-79.2563,York-Haig
1921,1858 Folkway Dr,1858 Folkway Dr,2,2,"$1,000",43.55512,-79.68186,Mississauga
1922,1109 Dundas St W,1109 Dundas St W,2,2,$800,43.64937,-79.41956,Trinity-Bellwoods
1923,109 Westmount Ave,109 Westmount Ave,1,1,"$1,250",43.67723,-79.4413,Corso Italia-Davenport
1924,41 Alexis Blvd,41 Alexis Blvd,1,1,$750,43.75359,-79.4413,Clanton Park
1925,56 Threadneedle Crescent,56 Threadneedle Crescent,2,2,$950,43.80179,-79.36583,North York
1926,131 Laura Rd,131 Laura Rd,1,1,$850,43.74331,-79.52137,Glenfield-Jane Heights
1927,217 Seaton St,217 Seaton St,1,1,"$3,650",43.65992,-79.3697,Moss Park
1928,8130 Birchmount Rd ,8130 Birchmount Rd | Unit: 905,2,2,"$1,950",43.85133,-79.3258,Unionville
1929,108 Maberley Crescent,108 Maberley Crescent,1,1,"$2,495",43.7834,-79.12974,Scarborough
1930,89 N Edgely Ave,89 N Edgely Ave,1,1,Inquire,43.70915,-79.26521,Clairlea-Birchmount
1931,102A Granger Ave,102A Granger Ave,1,1,"$1,695",43.72557,-79.256,Kennedy Park
1932,E-Condos,8 Eglinton Ave E,2,2,"$2,595",43.70708,-79.39777,Mt Pleasant West
1933,E-Condos,8 Eglinton Ave E,1,1,"$2,100",43.70708,-79.39777,Mt Pleasant West
1934,Laura Burrows,1190 Dundas St E | Unit: 619,1,1,"$2,850",43.604603,-79.5888344,Dixie
1935,Pinnacle success towers,33 Bay St | Unit: 4110,1,1,"$2,450",43.64264,-79.37729,Waterfront Communities-the Island
1940,70 Rexdale Boulevard,70 Rexdale Boulevard,1,1,"$1,875",43.71351,-79.56132,Rexdale-Kipling
1941,7170 Darcel Avenue,7170 Darcel Avenue,1,1,"$2,400",43.71981,-79.63322,Malton
1942,7230 Darcel Avenue,7230 Darcel Avenue,1,1,"$2,400",43.72078,-79.63529,Malton
1943,7230 Darcel Avenue,7230 Darcel Avenue,1,1,"$2,800",43.72078,-79.63529,Malton
1944,7280 Darcel Avenue,7280 Darcel Avenue,1,1,"$2,400",43.72153,-79.63627,Malton
1945,95 Paisley Boulevard West,95 Paisley Boulevard West,1,1,"$1,604",43.57459,-79.61338,Cooksville
1946,95 Paisley Boulevard West,95 Paisley Boulevard West,1,1,"$2,127",43.57459,-79.61338,Cooksville
1947,641 Annette St ,641 Annette St | Unit: Runnymede,1,1,"$2,790",43.65922,-79.48293,Runnymede-Bloor West Village
1948,West Harbour,628 Fleet St,1,1,"$2,200",43.63636,-79.40272,Niagara
1949,62 Deanvar Ave,62 Deanvar Ave,1,1,"$2,200",43.74853,-79.30827,Wexford-Maryvale
1950,4057 Jefton Crescent,4057 Jefton Crescent,1,1," $3,200",43.54188,-79.69717,Mississauga
1951,9 Fairchild Ave,9 Fairchild Ave,1,1,"$1,800",43.78341,-79.42223,Newtonbrook West
1952,3252 Respond Rd,3252 Respond Rd,3.5,3.5,"$2,699",43.54553,-79.72384,Erin Mills
1953,34 Sugarberry Dr,34 Sugarberry Dr,3,3,Inquire,43.67711,-79.80474,Mt Pleasant
1954,Kristen Wong,120 Bayview Ave,2,2,"$2,350",44.22069,-79.45906,Keswick
1955,The 500,500 Sherbourne St,1,1,"$2,450",43.66798,-79.37553,North St James Town
1956,4241 Tomken Rd,4241 Tomken Rd,1,1,$850,43.61893,-79.6184,Dixie
1957,4241 Tomken Rd,4241 Tomken Rd,1,1,"$1,300",43.61893,-79.6184,Dixie
1958,4241 Tomken Rd,4241 Tomken Rd,1,1,"$2,000",43.61893,-79.6184,Dixie
1959,4241 Tomken Rd,4241 Tomken Rd,1,1,"$4,600",43.61893,-79.6184,Dixie
1960,5 Valhalla Inn Rd ,5 Valhalla Inn Rd | Unit: 1110,1,1,"$2,200",43.64028,-79.55975,Islington-City Centre West
1961,3 Kingsbury Crescent,3 Kingsbury Crescent,2,2,"$3,500",43.68849,-79.26422,Scarborough
1962,68 Centre Ave,68 Centre Ave,1.5,1.5,"$3,700",45.2463017,-66.1174376,Saint John
1963,9 Duplex Crescent,9 Duplex Crescent,2,2,"$4,300",43.70536,-79.40062,Toronto
1964,Spring Minto Gardens,23 Sheppard Ave E | Unit: 2501,1,1,"$2,050",43.7609,-79.40896,Willowdale East
1965,59 River St ,59 River St | Unit: 59,2,2,"$3,000",43.65918,-79.35698,Regent Park
1966,29 Ashgrove Pl,29 Ashgrove Pl,1,1,"$2,700",43.7424,-79.34307,Banbury-Don Mills
1967,58 Astley Ave,58 Astley Ave,2,2,"$4,500",43.68927,-79.37061,Rosedale-Moore Park
1968,69 Godstone Rd,69 Godstone Rd,2.5,2.5,"$3,250",43.7838,-79.34916,Don Valley Village
1969,550 Queens Quay W ,550 Queens Quay W | Unit: 233,1,1,"$2,400",43.63719,-79.39616,Waterfront Communities-the Island
1970,1CON,270 Wellington St W,1,1,"$3,500",43.645,-79.39123,Waterfront Communities-the Island
1971,The former Toronto Waldorf hotel Bulding,88 Charles St E | Unit: 601,1,1,"$2,300",43.6699,-79.38148,Church-Yonge Corridor
1972,480 Oriole Pkwy Unit 303 ,480 Oriole Pkwy Unit 303 | Unit: 201,1,1,"$2,449",43.70395,-79.40611,Yonge-Eglinton
1973,Epic On Triangle Park,68 Abell St,2,2,"$2,600",43.64243,-79.42454,Little Portugal
1974,840 Dundas St W ,840 Dundas St W | Unit: 24,1,1,"$1,200",43.6517,-79.41001,Trinity-Bellwoods
1975,5317 Ferret Ct,5317 Ferret Ct,3,3,"$2,500",43.61134,-79.65839,Mississauga
1976,25 Rathburn Rd,25 Rathburn Rd,2,2,"$2,975",43.66203,-79.53175,Princess-Rosethorn
1977,1279 Davenport Rd ,1279 Davenport Rd | Unit: main level,1,1,"$2,450",43.67376,-79.43686,Dovercourt-Wallace Emerson-Junction
1978,7 Emmott Ave,7 Emmott Ave,2.5,2.5,"$4,000",43.69121,-79.28439,Oakridge
1979,6 Snowshoe Millway,6 Snowshoe Millway,1,1,"$1,850",43.75007,-79.38039,St Andrews-Windfields
1980,1177 Haig Blvd,1177 Haig Blvd,4,4,"$3,300",43.58358,-79.56024,Mississauga
1981,10 Golden Orchard Rd,10 Golden Orchard Rd,4.5,4.5,"$3,400",43.85437,-79.49695,Maple
1982,42 Charles St E ,42 Charles St E | Unit: 2001,1,1,"$2,650",43.66929,-79.38413,Church-Yonge Corridor
1983,Westlake Phase III,2212 Lake Shore Blvd W | Unit: 1801,2,2,"$2,300",43.6220932,-79.4820723,Mimico
1984,27 Delaware Ave,27 Delaware Ave,1,1,"$2,745",43.65496,-79.42528,Palmerston-Little Italy
1985,Amber building,5033 Foursprings Ave | Unit: 1219,1.5,1.5,"$2,500",43.60663,-79.6559,Mississauga
1986,260 Sackville St ,260 Sackville St | Unit: 702,1,1,"$2,500",43.66102,-79.36359,Regent Park
1987,35 Applewood Lane ,35 Applewood Lane | Unit: 53,2.5,2.5,"$2,800",43.65143,-79.56784,Etobicoke West Mall
1988,65 Decarie Cir,65 Decarie Cir,3,3,"$4,000",43.67081,-79.56842,Eringate-Centennial-West Deane
1989,2 Redthorn Ct,2 Redthorn Ct,3.5,3.5,"$4,500",43.64559,-79.58074,Eringate-Centennial-West Deane
1990,35 Mariner Terrace ,35 Mariner Terrace | Unit: Suite 4702,1,1,"$2,600 ",43.63972,-79.39204,Toronto
1991,58 Mediterranean Cres,58 Mediterranean Cres,1,1,"$3,099",43.6286,-79.76808,Brampton
1992,58 Mediterranean Cres,58 Mediterranean Cres,3.5,3.5,"$3,099",43.6286,-79.76808,Brampton
1993,503 Beecroft,503 Beecroft Rd | Unit: Yonge and Finch,2,2,"$2,800",43.77823,-79.41773,Willowdale West
1994,TA ProServe Property Services,18 Valley Stream Dr,1,1,$800,43.82127,-79.26501,Milliken
1995,Residences By The Lake,126 Waterside Dr,3,3,"$5,600",43.55566,-79.57982,Port Credit
1996,One Thousand Bay Condos,57 St Joseph St,1,1,"$2,300",42.05902,-82.59273,Leamington
1997,33 Kennedy Rd S,33 Kennedy Rd S,1,1,"$1,450",43.69346,-79.74725,Downtown Brampton
1998,33 Kennedy Rd S,33 Kennedy Rd S,1,1,"$1,750",43.69346,-79.74725,Downtown Brampton
1999,Mc Cowan Rd  and Egington,15 Torrance Rd | Unit: 1901,2,2,"$1,950",43.74071,-79.23495,Eglinton East
2000,Mc Cowan Rd  and Egington,15 Torrance Rd | Unit: 1901,2,2,"$1,950",43.74071,-79.23495,Eglinton East
2001,Mc Cowan Rd  and Egington,15 Torrance Rd | Unit: 1901,2,2,"$1,950",43.74071,-79.23495,Eglinton East
2002,Exchange Condos,90 Queens Wharf Rd | Unit: 312,1,1,"$1,910",46.4822447,-63.5652984,Long River
2003,Exchange Condos,90 Queens Wharf Rd | Unit: 312,1,1,"$1,910",46.4822447,-63.5652984,Long River
2006,4005 Don Mills Rd ,4005 Don Mills Rd | Unit: 254,2.5,2.5,"$2,350",43.81078,-79.359,Hillcrest Village
2007,45 Acacia Rd,45 Acacia Rd,1,1,"$3,000",43.70157,-79.38974,Mt Pleasant West
2008,203 Three Valleys Dr,203 Three Valleys Dr,1,1,"$2,700",43.74514,-79.33671,Parkwoods-Donalda
2009,4 Lynn Rd,4 Lynn Rd,2,2,"$2,650",43.68837,-79.27322,Birchcliffe-Cliffside
2010,California Condos,165 Legion Rd N,2,2,"$2,650",43.62413,-79.48807,Mimico
2011,Compass Creek,200 Burnhamthorpe Rd E | Unit: 1106,2,2,"$2,300",43.59743,-79.62989,Cooksville
2012,Ultima,4968 Yonge St | Unit: 1602,1,1,"$1,800",43.76535,-79.41262,Lansing-Westgate
2013,Carlyle,60 St Clair Ave W,1,1,"$3,000",43.68787,-79.39682,Yonge-St Clair
2014,83 Evanston Dr,83 Evanston Dr,2.5,2.5,"$3,300",43.76577,-79.45909,Bathurst Manor
2015,11 St Joseph St,11 St Joseph St,1,1,"$2,500",43.6655,-79.38609,Bay Street Corridor
2016,1 Arundel Ave ,1 Arundel Ave | Unit: Main Floor Suite,1,1,"$2,500",43.67824,-79.35064,Playter Estates-Danforth
2017,10 Park Lawn Rd,10 Park Lawn Rd,1,1,"$2,300",43.62298,-79.48203,Mimico
2018,10 Park Lawn Rd,10 Park Lawn Rd,2,2,"$2,780",43.62298,-79.48203,Mimico
2019,10 Park Lawn Rd,10 Park Lawn Rd,1,1,"$2,175",43.62298,-79.48203,Mimico
2020,10 Park Lawn Rd,10 Park Lawn Rd,1,1,"$1,995",43.62298,-79.48203,Mimico
2021,The Kip District - Phase 1,5365 Dundas St W,1,1,"$1,895",43.63519,-79.54042,Islington-City Centre West
2022,100 Coe Hill Dr,100 Coe Hill Dr,1,1,"$2,500",43.64082,-79.47336,High Park-Swansea
2023,Deepak Khosla,25 Telegram Mews,1,1,"$2,400",43.64099,-79.39457,Waterfront Communities-the Island
2024,176 Brighton Ave,176 Brighton Ave,2,2,"$3,400",43.75914,-79.45118,Bathurst Manor
2025,15 Iceboat Terrace,15 Iceboat Terr,1,1,"$2,200",43.64052,-79.39691,Waterfront Communities-the Island
2026,GOODERHAM,390 Cherry St | Unit: 1506,1,1,"$2,200",43.65053,-79.35736,Waterfront Communities-the Island
2027,500 Sherbourne,500 Sherbourne St,1,1,"$2,200",43.66798,-79.37553,North St James Town
2028,12 Lampman Dr,12 Lampman Dr,1,1,$700,43.79448,-79.19927,Morningside
2029,Andrea Seddon,305 Roehampton Ave | Unit: 1108,2,2,"$2,650",43.70968,-79.38869,Mt Pleasant East
2030,46 Hamlyn Crescent,46 Hamlyn Crescent,1,1,"$2,800",43.64643,-79.5522,Etobicoke
2031,115 Scenic Mill Way,115 Scenic Mill Way,2.5,2.5,"$3,900",43.75119,-79.38342,St Andrews-Windfields
2032,775 King St W,775 King St W,1,1,"$3,600",43.26193,-79.89698,Westdale South
2033,29 Queens Quay W,29 Queens Quay W,1,1,"$4,200",43.6408107,-79.3772195,Waterfront Communities-the Island
2034,8 The Esplanade,8 The Esplanade,1,1,"$4,200",43.64616,-79.37627,Waterfront Communities-the Island
2035,101 Peter St,101 Peter St,2,2,"$5,250",43.64751,-79.39273,Waterfront Communities-the Island
2036,168 Simcoe St,168 Simcoe St,1,1,"$4,500",43.65001,-79.38731,Waterfront Communities-the Island
2037,81 Clarion Rd,81 Clarion Rd,1,1,"$1,300",43.68186,-79.57257,Willowridge-Martingrove-Richview
2038,81 Clarion Rd,81 Clarion Rd,1,1,"$1,300",43.68186,-79.57257,Willowridge-Martingrove-Richview
2039,FIVE Condo,5 St Joseph St | Unit: 3105,1,1,"$3,600",43.66584,-79.38539,Bay Street Corridor
2040,16 Glenavon Rd,16 Glenavon Rd,1.5,1.5,$975,43.63584,-79.43966,South Parkdale
2041,Festival Tower,330 King St W,1,1,"$2,330",43.64671,-79.39013,Waterfront Communities-the Island
2042,Dundas Sq. Gardens,251 Jarvis St | Unit: 824,1,1,"$1,850",43.65732,-79.37433,Moss Park
2043,Eric Adam Majer,85 Bloor St E | Unit: 1604,1,1,"$2,450",43.67048,-79.38453,Church-Yonge Corridor
2044,79 Powell Rd ,79 Powell Rd | Unit: Main,1,1,"$2,100",43.73728,-79.46583,Downsview-Roding-CFB
2045,20 Sixth St,20 Sixth St,4,4,"$3,700",49.20331,-122.9081,Downtown New Westminster
2046,20 Sixth St,20 Sixth St,4,4,"$3,700",49.20331,-122.9081,Downtown New Westminster
2047,Daniel Pye,200 Balliol St,1,1,"$1,415",43.69921,-79.39004,Mt Pleasant West
2048,209 Fort York Blvd ,209 Fort York Blvd | Unit: 8,1,1,"$2,250",43.63716,-79.40469,Niagara
2049,14 Larkhall Ave ,14 Larkhall Ave | Unit: Upper,1,1,"$2,500",43.75165,-79.25311,Bendale
2050,68 Corporate Dr,68 Corporate Dr | Unit: 532,2,2,"$2,350",43.78008,-79.25075,Woburn
2051,68 Corporate Dr,68 Corporate Dr,2,2,"$2,400",43.78008,-79.25075,Woburn
2052,38 Lee Centre Dr,38 Lee Centre Dr | Unit: 2290,2,2,"$2,350",43.78188,-79.24635,Woburn
2053,Aquitaine Avenue,2700 Aquitaine Avenue,1,1,"$2,079",43.58783,-79.75587,Meadowvale
2054,Aquitaine Avenue,2700 Aquitaine Avenue,1,1,"$2,099",43.58783,-79.75587,Meadowvale
2055,Aquitaine Avenue,2700 Aquitaine Avenue,1,1,"$2,269",43.58783,-79.75587,Meadowvale
2056,Aquitaine Avenue,2700 Aquitaine Avenue,1,1,"$2,299",43.58783,-79.75587,Meadowvale
2057,Shashikantha Viswanatha,12 Oakburn Crescent | Unit: 11,1,1,"$1,785",43.75899,-79.40377,North York
2058,Ivory,400 Adelaide St E | Unit: 2115,1,1,"$2,850",43.65258,-79.36765,Moss Park
2059,15 Jersey Ave,15 Jersey Ave,1,1,"$3,500",43.65841,-79.41614,Palmerston-Little Italy
2060,1384 Hollyrood Ave,1384 Hollyrood Ave,3,3,"$4,500",43.56327,-79.59142,Mineola
2061,5 Donnybrook Ln,5 Donnybrook Ln,3,3,"$4,300",43.65276,-79.52401,Kingsway South
2062,17 Mcclinchy Ave,17 Mcclinchy Ave,4.5,4.5,"$8,800",43.65776,-79.51323,Kingsway South
2063,155 Legion Rd N ,155 Legion Rd N | Unit: 1503,2,2,"$3,000",43.62394,-79.48845,Mimico
2064,21 Carlton St ,21 Carlton St | Unit: 1401,2,2,"$2,800",43.6611,-79.38193,Church-Yonge Corridor
2066,18 Stafford St,18 Stafford St,1,1,"$2,600",43.64139,-79.41055,Niagara
2067,18 Stafford St,18 Stafford St,2,2,"$2,400",43.64139,-79.41055,Niagara
2069,5 Benlamond Avenue,5 Benlamond,1,1,"$2,500",38.00650814,-122.2786225,Hercules
2070,750 Bay St,750 Bay St,2,2,"$3,300",43.65966,-79.38588,Bay Street Corridor
2071,65 Emmett Ave,65 Emmett Ave,1,1,$950,43.68803,-79.50404,Mt Dennis
2072,Heath Residence,325 Bogert Ave,1,1,$650,43.75707,-79.42688,Lansing-Westgate
2073,Heath Residence,325 Bogert Ave,1,1,"$1,250",43.75707,-79.42688,Lansing-Westgate
2074,Heath Residence,325 Bogert Ave,1,1,"$1,350",43.75707,-79.42688,Lansing-Westgate
2075,Heath Residence,325 Bogert Ave,1,1,"$1,650",43.75707,-79.42688,Lansing-Westgate
2076,Northview Terrace Apartments,2515 Bathurst Street,1,1,"$1,600",43.70562,-79.42602,Forest Hill North
2077,Northview Terrace Apartments,2515 Bathurst Street,1,1,"$1,750",43.70562,-79.42602,Forest Hill North
2078,Northview Terrace Apartments,2515 Bathurst Street,1,1,"$2,250",43.70562,-79.42602,Forest Hill North
2079,Northview Terrace Apartments,2515 Bathurst Street,1,1,"$4,500",43.70562,-79.42602,Forest Hill North
2080,The Royale Apartments,368 Eglinton Ave East,1,1,"$1,600",43.70946,-79.38685,Mt Pleasant East
2081,The Royale Apartments,368 Eglinton Ave East,1,1,"$1,800",43.70946,-79.38685,Mt Pleasant East
2082,The Royale Apartments,368 Eglinton Ave East,1,1,"$2,000",43.70946,-79.38685,Mt Pleasant East
2083,Rouge Valley Residence,45 Generation Blvd,1,1,"$1,600",43.80435,-79.16703,Rouge
2084,Rouge Valley Residence,45 Generation Blvd,1,1,"$1,750",43.80435,-79.16703,Rouge
2085,Rouge Valley Residence,45 Generation Blvd,2,2,"$1,995",43.80435,-79.16703,Rouge
2086,Morningside Court Apartments,280 Morningside Avenue,1,1,"$1,450",43.77073,-79.18781,West Hill
2087,Morningside Court Apartments,280 Morningside Avenue,1,1,"$1,650",43.77073,-79.18781,West Hill
2088,The Monde,12 Bonnycastle St | Unit: 812,1,1,"$1,985",43.64591,-79.36481,Waterfront Communities-the Island
2089,215 Queen St W ,215 Queen St W | Unit: 501,1,1,"$1,920",43.65047,-79.38772,Waterfront Communities-the Island
2090,215 Queen St W ,215 Queen St W | Unit: 501,1,1,"$1,980",43.65047,-79.38772,Waterfront Communities-the Island
2091,Tal Srulovicz,322 High Park Ave | Unit: 2,1,1,"$2,700",43.66458,-79.47037,Junction Area
2092,20 Nabob Crescent,20 Nabob Crescent,1,1,"$1,600",43.80939,-79.20454,Scarborough
2093,35 Hayden St ,35 Hayden St | Unit: 807,1,1,"$2,400",43.66955,-79.38461,Church-Yonge Corridor
2094,35 Hayden St ,35 Hayden St | Unit: 1411,1,1,"$2,300",43.66955,-79.38461,Church-Yonge Corridor
2095,65 Harbour Square ,65 Harbour Square | Unit: 3209,1,1,"$2,450",43.64009,-79.37861,Waterfront Communities-the Island
2096,111 Bathurst St ,111 Bathurst St | Unit: 519,1,1,"$2,500",43.64511,-79.40277,Waterfront Communities-the Island
2097,210 Simcoe St ,210 Simcoe St | Unit: 2010,1,1,"$2,295",43.6525,-79.38854,Kensington-Chinatown
2098,Marquis at Northtown #1039,8 McKee Ave,2,2,"$2,900",43.77338,-79.413,Willowdale East
2099,Greystone Walk I - 5 Greystone Walk #850,5 Greystone Walk Drive,1,1,"$1,650",43.72554,-79.25172,Kennedy Park
2100,Cranbrooke Village #3629,35 Saranac Blvd,1,1,"$1,899",43.72242,-79.43167,Englemount-Lawrence
2101,Avonshire #1941,100 Harrison Garden Blvd,1,1,"$2,100",43.75698,-79.4044,Willowdale East
2102,Humberwood II - 700 Humberwood #933,700 Humberwood Blvd,1,1,"$1,900",43.72424,-79.61619,West Humber-Clairville
2103,Humberwood II - 700 Humberwood #933,700 Humberwood Blvd,2,2,"$2,250",43.72424,-79.61619,West Humber-Clairville
2104,Ultima I - North Tower #1612,4978 Yonge St,2,2,"$2,600",43.76563,-79.4127,Lansing-Westgate
2105,The Republic - 25 Broadway #1549,25 Broadway Ave,1,1,"$2,150",43.70983,-79.39639,Mt Pleasant West
2106,The Republic - 25 Broadway #1549,25 Broadway Ave,1,1,"$2,300",43.70983,-79.39639,Mt Pleasant West
2107,The Republic - 25 Broadway #1549,25 Broadway Ave,1,1,"$2,300",43.70983,-79.39639,Mt Pleasant West
2108,The Republic - 25 Broadway #1549,25 Broadway Ave,2,2,"$3,450",43.70983,-79.39639,Mt Pleasant West
2109,Icon I - 270 Wellington #3633,270 Wellington Street West,1,1,"$2,150",43.645,-79.39123,Waterfront Communities-the Island
2110,Icon I - 270 Wellington #3633,270 Wellington Street West,1,1,"$2,250",43.645,-79.39123,Waterfront Communities-the Island
2111,Icon I - 270 Wellington #3633,270 Wellington Street West,1,1,"$2,250",43.645,-79.39123,Waterfront Communities-the Island
2112,Meridian I - 15 Greenview #1047,15 Greenview Ave,1,1,"$2,200",43.77975,-79.41815,Newtonbrook West
2113,Meridian I - 15 Greenview #1047,15 Greenview Ave,1,1,"$2,250",43.77975,-79.41815,Newtonbrook West
2114,Meridian I - 15 Greenview #1047,15 Greenview Ave,1,1,"$2,250",43.77975,-79.41815,Newtonbrook West
2115,Meridian I - 15 Greenview #1047,15 Greenview Ave,2,2,"$2,700",43.77975,-79.41815,Newtonbrook West
2116,Trio at Atria #3041,50 Ann OReilly Road,1,1,"$1,850",43.77452,-79.3305,Henry Farm
2117,Trio at Atria #3041,50 Ann OReilly Road,1,1,"$1,900",43.77452,-79.3305,Henry Farm
2118,Trio at Atria #3041,50 Ann OReilly Road,1,1,"$1,900",43.77452,-79.3305,Henry Farm
2119,Trio at Atria #3041,50 Ann OReilly Road,1,1,"$1,950",43.77452,-79.3305,Henry Farm
2120,Aristo at Avonshire #311,120 Harrison Garden Blvd,2,2,"$2,550",43.75773,-79.40315,Willowdale East
2121,The Palm #1544,5740 Yonge Street,1,1,"$1,950",43.78294,-79.41669,Newtonbrook West
2122,Avondale I - 78 Harrison Garden #535,78 Harrison Garden Blvd,1,1,"$2,250",43.75623,-79.40706,Willowdale East
2123,Atria - Alto and Parkside #367,55 Ann OReilly Road,1,1,"$2,050",43.7737,-79.3296,Henry Farm
2124,Atria - Alto and Parkside #367,55 Ann OReilly Road,1.5,1.5,"$2,150",43.7737,-79.3296,Henry Farm
2125,Avondale II - 80 Harrison Garden #555,80 Harrison Garden Blvd,2,2,"$2,700",43.7565,-79.40585,Willowdale East
2126,Argento #215,18 Graydon Hall Drive,1,1,"$1,950",43.7630794,-79.3452894,Parkwoods-Donalda
2127,The Republic - 70 Roehampton #1565,70 Roehampton Ave,1,1,"$2,200",43.70869,-79.39666,Mt Pleasant West
2128,The Republic - 70 Roehampton #1565,70 Roehampton Ave,1,1,"$2,300",43.70869,-79.39666,Mt Pleasant West
2129,The Republic - 70 Roehampton #1565,70 Roehampton Ave,1,1,"$2,300",43.70869,-79.39666,Mt Pleasant West
2130,Glazebrook Avenue Apartments,7 Glazebrook Avenue,1,1,"$1,749",43.71276,-79.3783,Mt Pleasant East
2131,55 Stewart St ,55 Stewart St | Unit: 638,1,1," $4,000",43.44546,-79.68234,Central Oakville
2132,50 Wellesley St E ,50 Wellesley St E | Unit: 4008,3,3,"$4,600",43.66552,-79.38264,Church-Yonge Corridor
2133,18 BROWNLOW,18 Brownlow Ave,1,1,"$2,250",43.70642,-79.39123,Mt Pleasant West
2134,18 BROWNLOW,18 Brownlow Ave,1,1,"$2,350",43.70642,-79.39123,Mt Pleasant West
2135,18 BROWNLOW,18 Brownlow Ave,1,1,"$2,650",43.70642,-79.39123,Mt Pleasant West
2136,18 BROWNLOW,18 Brownlow Ave,2,2,"$2,700",43.70642,-79.39123,Mt Pleasant West
2137,Mcgregor Park Apartments,2185 Lawrence Ave E,1,1,"$1,449",43.74754,-79.2825,Dorset Park
2138,142 Preston St,142 Preston St,1,1,$599,45.4067535,-75.7134228,West Centre Town-Little Italy-Civic
2139,142 Preston St,142 Preston St,1,1,"$1,799",45.4067535,-75.7134228,West Centre Town-Little Italy-Civic
2140,40 Perth Ave,40 Perth Ave,3,3,"$4,300",43.65524,-79.44761,Dufferin Grove
2141,60 Montclair Ave,60 Montclair Ave,1,1,"$3,199",43.68783,-79.41333,Forest Hill South
2142,311 Woodsworth Rd,311 Woodsworth Rd,1,1,"$1,750",43.76411,-79.36513,St Andrews-Windfields
2143,313 Woodsworth Rd,313 Woodsworth Rd,2,2," $2,850",43.76411,-79.36513,St Andrews-Windfields
2144,75 Dalhousie St ,75 Dalhousie St | Unit: 803,1,1,"$2,700",43.65563,-79.37586,Church-Yonge Corridor
2145,25 Capreol Ct ,25 Capreol Ct | Unit: 1610,1,1,"$2,500",43.64065,-79.39574,Waterfront Communities-the Island
2146,Aquarius at Waterpark City,219 Fort York Blvd | Unit: 2611,1,1,"$2,200",43.63701,-79.40553,Niagara
2147,Wellesley on the park,11 Wellesley St W,2,2,"$3,500",43.66426,-79.38551,Bay Street Corridor
2148,25 Lower Simcoe St,25 Lower Simcoe St,1,1,"$2,270",43.64141,-79.38331,Waterfront Communities-the Island
2149,173 Don Minaker Dr,173 Don Minaker Dr,4,4,"$2,800",43.76701,-79.67384,Castlemore
2150,Campus One,253 College St,2,2,"$1,600",43.6579,-79.39894,Kensington-Chinatown
2151,Campus One,253 College St | Unit: Suite 1105-D,2,2,"$1,785",43.6579,-79.39894,Kensington-Chinatown
2152,2078 Dickson Rd,2078 Dickson Rd,1.5,1.5,"$3,000",43.56092,-79.6118,Cooksville
2153,Kip District - 20 Thomas Riley Road,5308 Dundas St W,1,1,"$2,000",43.63605,-79.54055,Islington-City Centre West
2154,133 Wynford Dr,133 Wynford Dr,1,1,"$2,100",43.72679,-79.32813,Banbury-Don Mills
